AGENT_ID|SKU_NUM|rating
82041540561613271694223|677252|2
82041540561613271694223|696371|2
82041540561613271694223|424992|2
80031540652853011880052|244559|2
80031540652853011880052|429457|2
80031540652853011880052|1306396|2
80031540652853011880052|348037|2
